date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:49:33	168313/168313	---M--	200	added ('OK')	text/css	etag:%22622a5447-29179%22	http://www.leonsintegrations.com/wp-content/plugins/woocommerce/packages/woocommerce-blocks/build/style.css?ver=3.8.1	C:/Users/ABHISHEK/OneDrive/Desktop/leonsdemo/www.leonsdemo.com/www.leonsintegrations.com/wp-content/plugins/woocommerce/packages/woocommerce-blocks/build/style7e2e.css	(from http://www.leonsintegrations.com/)
09:49:34	1920/1920	---M--	200	added ('OK')	text/css	etag:%225fd75636-780%22	http://www.leonsintegrations.com/wp-content/plugins/contact-form-7/includes/css/styles.css?ver=5.3.1	C:/Users/ABHISHEK/OneDrive/Desktop/leonsdemo/www.leonsdemo.com/www.leonsintegrations.com/wp-content/plugins/contact-form-7/includes/css/styles7923.css	(from http://www.leonsintegrations.com/)
09:49:34	56842/56842	---M--	200	added ('OK')	text/css	etag:%225ea88459-de0a%22	http://www.leonsintegrations.com/wp-content/themes/oceanwp/assets/fonts/fontawesome/css/all.min.css?ver=5.11.2	C:/Users/ABHISHEK/OneDrive/Desktop/leonsdemo/www.leonsdemo.com/www.leonsintegrations.com/wp-content/themes/oceanwp/assets/fonts/fontawesome/css/all.minaec5.css	(from http://www.leonsintegrations.com/)
09:49:36	10909/10909	---M--	200	added ('OK')	text/css	etag:%225ea88459-2a9d%22	http://www.leonsintegrations.com/wp-content/themes/oceanwp/assets/css/third/simple-line-icons.min.css?ver=2.4.0	C:/Users/ABHISHEK/OneDrive/Desktop/leonsdemo/www.leonsdemo.com/www.leonsintegrations.com/wp-content/themes/oceanwp/assets/css/third/simple-line-icons.min8d5a.css	(from http://www.leonsintegrations.com/)
09:49:36	5235/5235	---M--	200	added ('OK')	text/css	etag:%225ea88459-1473%22	http://www.leonsintegrations.com/wp-content/themes/oceanwp/assets/css/third/magnific-popup.min.css?ver=1.0.0	C:/Users/ABHISHEK/OneDrive/Desktop/leonsdemo/www.leonsdemo.com/www.leonsintegrations.com/wp-content/themes/oceanwp/assets/css/third/magnific-popup.min8a54.css	(from http://www.leonsintegrations.com/)
09:49:36	1618/1618	---M--	200	added ('OK')	text/css	etag:%225ea88459-652%22	http://www.leonsintegrations.com/wp-content/themes/oceanwp/assets/css/third/slick.min.css?ver=1.6.0	C:/Users/ABHISHEK/OneDrive/Desktop/leonsdemo/www.leonsdemo.com/www.leonsintegrations.com/wp-content/themes/oceanwp/assets/css/third/slick.minaff7.css	(from http://www.leonsintegrations.com/)
09:49:38	156473/156473	---M--	200	added ('OK')	text/css	etag:%225ea88459-26339%22	http://www.leonsintegrations.com/wp-content/themes/oceanwp/assets/css/style.min.css?ver=1.8.2	C:/Users/ABHISHEK/OneDrive/Desktop/leonsdemo/www.leonsdemo.com/www.leonsintegrations.com/wp-content/themes/oceanwp/assets/css/style.minef6d.css	(from http://www.leonsintegrations.com/)
09:49:39	5868/5868	---M--	200	added ('OK')	text/css	etag:%225ea88459-16ec%22	http://www.leonsintegrations.com/wp-content/themes/oceanwp/assets/css/woo/woo-mini-cart.min.css?ver=5.6.14	C:/Users/ABHISHEK/OneDrive/Desktop/leonsdemo/www.leonsdemo.com/www.leonsintegrations.com/wp-content/themes/oceanwp/assets/css/woo/woo-mini-cart.min3d41.css	(from http://www.leonsintegrations.com/)
09:49:39	90032/90032	---M--	200	added ('OK')	text/css	etag:%225ea88459-15fb0%22	http://www.leonsintegrations.com/wp-content/themes/oceanwp/assets/css/woo/woocommerce.min.css?ver=5.6.14	C:/Users/ABHISHEK/OneDrive/Desktop/leonsdemo/www.leonsdemo.com/www.leonsintegrations.com/wp-content/themes/oceanwp/assets/css/woo/woocommerce.min3d41.css	(from http://www.leonsintegrations.com/)
09:49:40	2006/2006	---M--	200	added ('OK')	text/css	etag:%225ea88459-7d6%22	http://www.leonsintegrations.com/wp-content/themes/oceanwp/assets/css/woo/woo-star-font.min.css?ver=5.6.14	C:/Users/ABHISHEK/OneDrive/Desktop/leonsdemo/www.leonsdemo.com/www.leonsintegrations.com/wp-content/themes/oceanwp/assets/css/woo/woo-star-font.min3d41.css	(from http://www.leonsintegrations.com/)
09:49:40	57180/57180	---MCZ	200	added ('OK')	text/css	etag:W/%22500d1a92f875b1d96d37a3a3f8f0438c%22	https://use.fontawesome.com/releases/v5.12.0/css/all.css	C:/Users/ABHISHEK/OneDrive/Desktop/leonsdemo/www.leonsdemo.com/use.fontawesome.com/releases/v5.12.0/css/all.css	(from http://www.leonsintegrations.com/)
09:49:40	16636/16636	---M--	200	added ('OK')	text/css	etag:%225fd75659-40fc%22	http://www.leonsintegrations.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.9.1	C:/Users/ABHISHEK/OneDrive/Desktop/leonsdemo/www.leonsdemo.com/www.leonsintegrations.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min74e5.css	(from http://www.leonsintegrations.com/)
09:49:41	18468/18468	---M--	200	added ('OK')	text/css	etag:%225fd75659-4824%22	http://www.leonsintegrations.com/wp-content/plugins/elementor/assets/lib/animations/animations.min.css?ver=3.0.14	C:/Users/ABHISHEK/OneDrive/Desktop/leonsdemo/www.leonsdemo.com/www.leonsintegrations.com/wp-content/plugins/elementor/assets/lib/animations/animations.minc578.css	(from http://www.leonsintegrations.com/)
09:49:42	3855/3855	---M--	200	added ('OK')	text/css	etag:%225fd75659-f0f%22	http://www.leonsintegrations.com/wp-content/plugins/elementor/assets/css/frontend-legacy.min.css?ver=3.0.14	C:/Users/ABHISHEK/OneDrive/Desktop/leonsdemo/www.leonsdemo.com/www.leonsintegrations.com/wp-content/plugins/elementor/assets/css/frontend-legacy.minc578.css	(from http://www.leonsintegrations.com/)
09:49:42	112213/112213	---M--	200	added ('OK')	text/css	etag:%225fd75659-1b655%22	http://www.leonsintegrations.com/wp-content/plugins/elementor/assets/css/frontend.min.css?ver=3.0.14	C:/Users/ABHISHEK/OneDrive/Desktop/leonsdemo/www.leonsdemo.com/www.leonsintegrations.com/wp-content/plugins/elementor/assets/css/frontend.minc578.css	(from http://www.leonsintegrations.com/)
09:49:44	1024/1024	---M--	200	added ('OK')	text/css	etag:%225fd75930-400%22	http://www.leonsintegrations.com/wp-content/uploads/elementor/css/post-4269.css?ver=1607948592	C:/Users/ABHISHEK/OneDrive/Desktop/leonsdemo/www.leonsdemo.com/www.leonsintegrations.com/wp-content/uploads/elementor/css/post-42697db5.css	(from http://www.leonsintegrations.com/)
09:49:44	24383/24383	---M--	200	added ('OK')	text/css	etag:%225fd75930-5f3f%22	http://www.leonsintegrations.com/wp-content/uploads/elementor/css/global.css?ver=1607948592	C:/Users/ABHISHEK/OneDrive/Desktop/leonsdemo/www.leonsdemo.com/www.leonsintegrations.com/wp-content/uploads/elementor/css/global7db5.css	(from http://www.leonsintegrations.com/)
09:49:44	8972/8972	---M--	200	added ('OK')	text/css	etag:%22602ce88c-230c%22	http://www.leonsintegrations.com/wp-content/uploads/elementor/css/post-13.css?ver=1613555852	C:/Users/ABHISHEK/OneDrive/Desktop/leonsdemo/www.leonsdemo.com/www.leonsintegrations.com/wp-content/uploads/elementor/css/post-13243d.css	(from http://www.leonsintegrations.com/)
09:49:44	10370/10370	---M--	200	added ('OK')	text/css	etag:%226002c865-2882%22	http://www.leonsintegrations.com/wp-content/plugins/woo-variation-swatches/assets/css/frontend.min.css?ver=1.1.5	C:/Users/ABHISHEK/OneDrive/Desktop/leonsdemo/www.leonsdemo.com/www.leonsintegrations.com/wp-content/plugins/woo-variation-swatches/assets/css/frontend.mind279.css	(from http://www.leonsintegrations.com/)
09:49:45	7221/7221	---M--	200	added ('OK')	text/css	etag:%226002c865-1c35%22	http://www.leonsintegrations.com/wp-content/plugins/woo-variation-swatches/assets/css/wvs-theme-override.min.css?ver=1.1.5	C:/Users/ABHISHEK/OneDrive/Desktop/leonsdemo/www.leonsdemo.com/www.leonsintegrations.com/wp-content/plugins/woo-variation-swatches/assets/css/wvs-theme-override.mind279.css	(from http://www.leonsintegrations.com/)
09:49:46	3097/3097	---M--	200	added ('OK')	text/css	etag:%226002c865-c19%22	http://www.leonsintegrations.com/wp-content/plugins/woo-variation-swatches/assets/css/frontend-tooltip.min.css?ver=1.1.5	C:/Users/ABHISHEK/OneDrive/Desktop/leonsdemo/www.leonsdemo.com/www.leonsintegrations.com/wp-content/plugins/woo-variation-swatches/assets/css/frontend-tooltip.mind279.css	(from http://www.leonsintegrations.com/)
09:49:46	1620/1620	---M--	200	added ('OK')	text/css	etag:%225fd7563f-654%22	http://www.leonsintegrations.com/wp-content/plugins/cf7-conditional-fields/style.css?ver=1.9.14	C:/Users/ABHISHEK/OneDrive/Desktop/leonsdemo/www.leonsdemo.com/www.leonsintegrations.com/wp-content/plugins/cf7-conditional-fields/stylea8cf.css	(from http://www.leonsintegrations.com/)
09:49:46	37002/37002	---M--	200	added ('OK')	text/css	etag:%225fd75693-908a%22	http://www.leonsintegrations.com/wp-content/plugins/ocean-extra/assets/css/widgets.css?ver=5.6.14	C:/Users/ABHISHEK/OneDrive/Desktop/leonsdemo/www.leonsdemo.com/www.leonsintegrations.com/wp-content/plugins/ocean-extra/assets/css/widgets3d41.css	(from http://www.leonsintegrations.com/)
09:49:46	1270/1270	---M--	200	added ('OK')	text/css	etag:%225ea883d0-4f6%22	http://www.leonsintegrations.com/wp-content/plugins/ocean-modal-window/assets/css/style.min.css?ver=5.6.14	C:/Users/ABHISHEK/OneDrive/Desktop/leonsdemo/www.leonsdemo.com/www.leonsintegrations.com/wp-content/plugins/ocean-modal-window/assets/css/style.min3d41.css	(from http://www.leonsintegrations.com/)
09:49:47	3152/3152	---M--	200	added ('OK')	text/css	etag:%225ea883d3-c50%22	http://www.leonsintegrations.com/wp-content/plugins/ocean-product-sharing/assets/css/style.min.css?ver=5.6.14	C:/Users/ABHISHEK/OneDrive/Desktop/leonsdemo/www.leonsdemo.com/www.leonsintegrations.com/wp-content/plugins/ocean-product-sharing/assets/css/style.min3d41.css	(from http://www.leonsintegrations.com/)
09:49:47	26702/26702	---MCZ	200	added ('OK')	text/css	etag:W/%2255ab7f65f6025cf7f088dd2e5897bb29%22	https://use.fontawesome.com/releases/v5.12.0/css/v4-shims.css	C:/Users/ABHISHEK/OneDrive/Desktop/leonsdemo/www.leonsdemo.com/use.fontawesome.com/releases/v5.12.0/css/v4-shims.css	(from http://www.leonsintegrations.com/)
09:49:48	55753/55753	---M--	200	added ('OK')	text/css	etag:%225fd75659-d9c9%22	http://www.leonsintegrations.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min.css?ver=5.12.0	C:/Users/ABHISHEK/OneDrive/Desktop/leonsdemo/www.leonsdemo.com/www.leonsintegrations.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.minb683.css	(from http://www.leonsintegrations.com/)
09:49:49	661/661	---M--	200	added ('OK')	text/css	etag:%225fd75659-295%22	http://www.leonsintegrations.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min.css?ver=5.12.0	C:/Users/ABHISHEK/OneDrive/Desktop/leonsdemo/www.leonsdemo.com/www.leonsintegrations.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.minb683.css	(from http://www.leonsintegrations.com/)
09:49:51	11224/11224	---M--	200	added ('OK')	application/javascript	etag:%225fdc8679-2bd8%22	http://www.leonsintegrations.com/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.3.2	C:/Users/ABHISHEK/OneDrive/Desktop/leonsdemo/www.leonsdemo.com/www.leonsintegrations.com/wp-includes/js/jquery/jquery-migrate.mind617.js	(from http://www.leonsintegrations.com/)
09:49:51	4502/4502	---M--	200	added ('OK')	application/javascript	etag:%22602a5b24-1196%22	http://www.leonsintegrations.com/wp-content/plugins/awesome-support/assets/admin/js/admin-popup.js?ver=6.0.1	C:/Users/ABHISHEK/OneDrive/Desktop/leonsdemo/www.leonsdemo.com/www.leonsintegrations.com/wp-content/plugins/awesome-support/assets/admin/js/admin-popup37ad.js	(from http://www.leonsintegrations.com/)
09:49:52	20216/20216	---M--	200	added ('OK')	application/javascript	etag:%22602a5b24-4ef8%22	http://www.leonsintegrations.com/wp-content/plugins/awesome-support/assets/admin/js/vendor/jquery.magnific-popup.min.js?ver=6.0.1	C:/Users/ABHISHEK/OneDrive/Desktop/leonsdemo/www.leonsdemo.com/www.leonsintegrations.com/wp-content/plugins/awesome-support/assets/admin/js/vendor/jquery.magnific-popup.min37ad.js	(from http://www.leonsintegrations.com/)
09:49:54	16619/16619	---M--	200	added ('OK')	application/javascript	etag:%225fd756c2-40eb%22	http://www.leonsintegrations.com/wp-content/plugins/wp-image-zoooom/assets/js/image_zoom-init.js?ver=1.44	C:/Users/ABHISHEK/OneDrive/Desktop/leonsdemo/www.leonsdemo.com/www.leonsintegrations.com/wp-content/plugins/wp-image-zoooom/assets/js/image_zoom-init756b.js	(from http://www.leonsintegrations.com/)
09:49:55	24042/24042	---M--	200	added ('OK')	application/javascript	etag:%225fd756c2-5dea%22	http://www.leonsintegrations.com/wp-content/plugins/wp-image-zoooom/assets/js/jquery.image_zoom.min.js?ver=1.44	C:/Users/ABHISHEK/OneDrive/Desktop/leonsdemo/www.leonsdemo.com/www.leonsintegrations.com/wp-content/plugins/wp-image-zoooom/assets/js/jquery.image_zoom.min756b.js	(from http://www.leonsintegrations.com/)
09:49:56	858/858	---MC-	200	added ('OK')	text/xml	date:Tue,%2010%20Sep%202024%2004:19:24%20GMT	http://www.leonsintegrations.com/xmlrpc.php?rsd	C:/Users/ABHISHEK/OneDrive/Desktop/leonsdemo/www.leonsdemo.com/www.leonsintegrations.com/xmlrpc0db0.php	(from http://www.leonsintegrations.com/)
09:49:56	1045/1045	---M--	200	added ('OK')	text/xml	etag:%2252a8c1b7-415%22	http://www.leonsintegrations.com/wp-includes/wlwmanifest.xml	C:/Users/ABHISHEK/OneDrive/Desktop/leonsdemo/www.leonsdemo.com/www.leonsintegrations.com/wp-includes/wlwmanifest.xml	(from http://www.leonsintegrations.com/)
09:49:57	89496/89496	---M--	200	added ('OK')	application/javascript	etag:%225fdc8679-15d98%22	http://www.leonsintegrations.com/wp-includes/js/jquery/jquery.min.js?ver=3.5.1	C:/Users/ABHISHEK/OneDrive/Desktop/leonsdemo/www.leonsdemo.com/www.leonsintegrations.com/wp-includes/js/jquery/jquery.min9d52.js	(from http://www.leonsintegrations.com/)
09:49:57	2705/2705	---MC-	200	added ('OK')	application/json	date:Tue,%2010%20Sep%202024%2004:19:26%20GMT	http://www.leonsintegrations.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fwww.leonsintegrations.com%2F	C:/Users/ABHISHEK/OneDrive/Desktop/leonsdemo/www.leonsdemo.com/www.leonsintegrations.com/wp-json/oembed/1.0/embed9770.json	(from http://www.leonsintegrations.com/)
09:49:58	2016/2016	---M--	200	added ('OK')	image/png	etag:%225d400819-7e0%22	http://www.leonsintegrations.com/wp-content/uploads/2019/07/cropped-Leons-Integrations-Logo-PNG-32x32.png	C:/Users/ABHISHEK/OneDrive/Desktop/leonsdemo/www.leonsdemo.com/www.leonsintegrations.com/wp-content/uploads/2019/07/cropped-Leons-Integrations-Logo-PNG-32x32.png	(from http://www.leonsintegrations.com/)
09:49:58	2828/2828	---MC-	200	added ('OK')	text/xml	date:Tue,%2010%20Sep%202024%2004:19:26%20GMT	http://www.leonsintegrations.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fwww.leonsintegrations.com%2F&format=xml	C:/Users/ABHISHEK/OneDrive/Desktop/leonsdemo/www.leonsdemo.com/www.leonsintegrations.com/wp-json/oembed/1.0/embed872b	(from http://www.leonsintegrations.com/)
09:49:58	32608/32608	---MC-	200	added ('OK')	application/json	date:Tue,%2010%20Sep%202024%2004:19:22%20GMT	http://www.leonsintegrations.com/wp-json/wp/v2/pages/13	C:/Users/ABHISHEK/OneDrive/Desktop/leonsdemo/www.leonsdemo.com/www.leonsintegrations.com/wp-json/wp/v2/pages/13.json	(from http://www.leonsintegrations.com/)
09:50:03	34037/34037	---M--	200	added ('OK')	image/png	etag:%225d400819-84f5%22	http://www.leonsintegrations.com/wp-content/uploads/2019/07/cropped-Leons-Integrations-Logo-PNG-192x192.png	C:/Users/ABHISHEK/OneDrive/Desktop/leonsdemo/www.leonsdemo.com/www.leonsintegrations.com/wp-content/uploads/2019/07/cropped-Leons-Integrations-Logo-PNG-192x192.png	(from http://www.leonsintegrations.com/)
09:50:03	29991/29991	---M--	200	added ('OK')	image/png	etag:%225d400819-7527%22	http://www.leonsintegrations.com/wp-content/uploads/2019/07/cropped-Leons-Integrations-Logo-PNG-180x180.png	C:/Users/ABHISHEK/OneDrive/Desktop/leonsdemo/www.leonsdemo.com/www.leonsintegrations.com/wp-content/uploads/2019/07/cropped-Leons-Integrations-Logo-PNG-180x180.png	(from http://www.leonsintegrations.com/)
09:50:11	77934/77934	---M--	200	added ('OK')	image/png	etag:%225df8b340-1306e%22	http://www.leonsintegrations.com/wp-content/uploads/2019/12/cropped-Leons-Integrations-PNG.png	C:/Users/ABHISHEK/OneDrive/Desktop/leonsdemo/www.leonsdemo.com/www.leonsintegrations.com/wp-content/uploads/2019/12/cropped-Leons-Integrations-PNG.png	(from http://www.leonsintegrations.com/)
09:50:22	123824/123824	---M--	200	added ('OK')	image/png	etag:%225df8b336-1e3b0%22	http://www.leonsintegrations.com/wp-content/uploads/2019/12/Leons-Integrations-PNG.png	C:/Users/ABHISHEK/OneDrive/Desktop/leonsdemo/www.leonsdemo.com/www.leonsintegrations.com/wp-content/uploads/2019/12/Leons-Integrations-PNG.png	(from http://www.leonsintegrations.com/)
09:50:25	220222/220222	---MCZ	200	added ('OK')	text/html	date:Tue,%2010%20Sep%202024%2004:19:52%20GMT	http://www.leonsintegrations.com/products/	C:/Users/ABHISHEK/OneDrive/Desktop/leonsdemo/www.leonsdemo.com/www.leonsintegrations.com/products/index.html	(from http://www.leonsintegrations.com/)
09:50:46	268358/268358	---M--	200	added ('OK')	image/png	etag:%225ffd982f-41846%22	http://www.leonsintegrations.com/wp-content/uploads/2021/01/BLDC-Fan-control-card-Homepage.png	C:/Users/ABHISHEK/OneDrive/Desktop/leonsdemo/www.leonsdemo.com/www.leonsintegrations.com/wp-content/uploads/2021/01/BLDC-Fan-control-card-Homepage.png	(from http://www.leonsintegrations.com/)
09:50:48	183629/183629	---MCZ	200	added ('OK')	text/html	date:Tue,%2010%20Sep%202024%2004:20:16%20GMT	http://www.leonsintegrations.com/product-category/control-cards/	C:/Users/ABHISHEK/OneDrive/Desktop/leonsdemo/www.leonsdemo.com/www.leonsintegrations.com/product-category/control-cards/index.html	(from http://www.leonsintegrations.com/)
09:51:52	391305/391305	---M--	200	added ('OK')	image/png	etag:%225e39088e-5f889%22	http://www.leonsintegrations.com/wp-content/uploads/2020/02/Home-page-image-final.png	C:/Users/ABHISHEK/OneDrive/Desktop/leonsdemo/www.leonsdemo.com/www.leonsintegrations.com/wp-content/uploads/2020/02/Home-page-image-final.png	(from http://www.leonsintegrations.com/)
09:51:54	204622/204622	---MCZ	200	added ('OK')	text/html	date:Tue,%2010%20Sep%202024%2004:21:22%20GMT	http://www.leonsintegrations.com/product/bldc-driver-card-ceiling-fan/	C:/Users/ABHISHEK/OneDrive/Desktop/leonsdemo/www.leonsdemo.com/www.leonsintegrations.com/product/bldc-driver-card-ceiling-fan/index.html	(from http://www.leonsintegrations.com/)
09:51:55	5546/5546	---M--	200	added ('OK')	image/jpeg	etag:%225fc8c883-15aa%22	http://www.leonsintegrations.com/wp-content/uploads/2020/12/sPrin-2P-K01-1-150x150.jpg	C:/Users/ABHISHEK/OneDrive/Desktop/leonsdemo/www.leonsdemo.com/www.leonsintegrations.com/wp-content/uploads/2020/12/sPrin-2P-K01-1-150x150.jpg	(from http://www.leonsintegrations.com/)
09:51:56	163963/163963	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2010%20Sep%202024%2004:21:24%20GMT	http://www.leonsintegrations.com/shop/control-cards/fuel-dispenser-control-card/	C:/Users/ABHISHEK/OneDrive/Desktop/leonsdemo/www.leonsdemo.com/www.leonsintegrations.com/shop/control-cards/fuel-dispenser-control-card/index.html	(from http://www.leonsintegrations.com/)
09:51:57	4157/4157	---M--	200	added ('OK')	image/jpeg	etag:%225fc8c865-103d%22	http://www.leonsintegrations.com/wp-content/uploads/2020/12/Buy-Bluetooth-recepit-printer-1-150x150.jpg	C:/Users/ABHISHEK/OneDrive/Desktop/leonsdemo/www.leonsdemo.com/www.leonsintegrations.com/wp-content/uploads/2020/12/Buy-Bluetooth-recepit-printer-1-150x150.jpg	(from http://www.leonsintegrations.com/)
09:51:59	163864/163864	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2010%20Sep%202024%2004:21:27%20GMT	http://www.leonsintegrations.com/shop/smart-energy/mppt-charge-controller/	C:/Users/ABHISHEK/OneDrive/Desktop/leonsdemo/www.leonsdemo.com/www.leonsintegrations.com/shop/smart-energy/mppt-charge-controller/index.html	(from http://www.leonsintegrations.com/)
09:51:59	2807/2807	---M--	200	added ('OK')	image/jpeg	etag:%225fc781d8-af7%22	http://www.leonsintegrations.com/wp-content/uploads/2020/12/sPrin-2D-M01-150x150.jpg	C:/Users/ABHISHEK/OneDrive/Desktop/leonsdemo/www.leonsdemo.com/www.leonsintegrations.com/wp-content/uploads/2020/12/sPrin-2D-M01-150x150.jpg	(from http://www.leonsintegrations.com/)
09:52:00	659276/659276	---M--	200	added ('OK')	image/png	etag:%225ffd984d-a0f4c%22	http://www.leonsintegrations.com/wp-content/uploads/2021/01/Wireless-Modules-.png	C:/Users/ABHISHEK/OneDrive/Desktop/leonsdemo/www.leonsdemo.com/www.leonsintegrations.com/wp-content/uploads/2021/01/Wireless-Modules-.png	(from http://www.leonsintegrations.com/)
09:52:02	163753/163753	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2010%20Sep%202024%2004:21:29%20GMT	http://www.leonsintegrations.com/shop/smart-energy/1-o-energy-meter/	C:/Users/ABHISHEK/OneDrive/Desktop/leonsdemo/www.leonsdemo.com/www.leonsintegrations.com/shop/smart-energy/1-o-energy-meter/index.html	(from http://www.leonsintegrations.com/)
09:52:03	190714/190714	---MCZ	200	added ('OK')	text/html	date:Tue,%2010%20Sep%202024%2004:21:29%20GMT	http://www.leonsintegrations.com/smart-energy/	C:/Users/ABHISHEK/OneDrive/Desktop/leonsdemo/www.leonsdemo.com/www.leonsintegrations.com/smart-energy/index.html	(from http://www.leonsintegrations.com/)
09:52:05	192551/192551	---MCZ	200	added ('OK')	text/html	date:Tue,%2010%20Sep%202024%2004:21:33%20GMT	http://www.leonsintegrations.com/product/3-o-energy-meter/	C:/Users/ABHISHEK/OneDrive/Desktop/leonsdemo/www.leonsdemo.com/www.leonsintegrations.com/product/3-o-energy-meter/index.html	(from http://www.leonsintegrations.com/)
09:52:06	22394/22394	---M--	200	added ('OK')	image/png	etag:%225e2fdad8-577a%22	http://www.leonsintegrations.com/wp-content/uploads/2020/01/Asset-61t06-V3-New-150x150.png	C:/Users/ABHISHEK/OneDrive/Desktop/leonsdemo/www.leonsdemo.com/www.leonsintegrations.com/wp-content/uploads/2020/01/Asset-61t06-V3-New-150x150.png	(from http://www.leonsintegrations.com/)
09:52:09	202336/202336	---MCZ	200	added ('OK')	text/html	date:Tue,%2010%20Sep%202024%2004:21:36%20GMT	http://www.leonsintegrations.com/iot-iiot-modules/	C:/Users/ABHISHEK/OneDrive/Desktop/leonsdemo/www.leonsdemo.com/www.leonsintegrations.com/iot-iiot-modules/index.html	(from http://www.leonsintegrations.com/)
09:52:09	13819/13819	---M--	200	added ('OK')	image/png	etag:%225e21a113-35fb%22	http://www.leonsintegrations.com/wp-content/uploads/2020/01/800C-2-150x150.png	C:/Users/ABHISHEK/OneDrive/Desktop/leonsdemo/www.leonsdemo.com/www.leonsintegrations.com/wp-content/uploads/2020/01/800C-2-150x150.png	(from http://www.leonsintegrations.com/)
